name,norad_id,uplink,downlink,beacon,mode,callsign,status,satnogs_id
FIREBIRD-3,40377,,437.396*/437.405,,19200bps FSK,K7MSU,re-entered,RAYV-6611-6544-4727-0745
FIREBIRD-4,40378,,437.219*/437.230,,19200bps FSK,K7MSU,re-entered,TOZF-2042-4137-8353-3737
First-MOVE,39439,435.520,145.970,145.970,1200bps BPSK CW,MOVE1,inactive,UESX-7919-5228-5020-3244
FITSAT-1,38853,,437.445/5.84GHz,437.250,1200bps/115.2Kbps,JG6YEW,re-entered,ZPLU-7926-5127-3528-0122
FloripaSat-1,44885,436.100,436.100*,145.900,1k2*/2k4 2GFSK,PY0EFS,inactive,ZAOV-7296-2730-4478-2104
FMN-1,43192,145.945,435.350,,9600*bps BPSK FM,BUAABJ,re-entered,VSAI-0421-6115-4256-1234
FORESAIL-1,52765,,437.125,437.125,1k2/4k8*/9k6 MSK CW,OH2FIS,inactive,
FossaSat-1,44829,,436.700,,FSK RTTY 45 baud,,re-entered,MOSP-5595-5214-8491-9029
FossaSat-1b,,,436.700/436.800,436.800,125k LoRa 9k6GMSK CW,,failure,
FossaSat-1b2,53956,,436.700/436.800,436.800,125k LoRa 9k6GMSK CW,,re-entered,
FossaSat-2,,,436.700/436.900,436.900,125k LoRa 9k6GMSK CW,,failure,
FossaSat-2E1,50985,,401.700,,9600bps GFSK 125k LoRa*,,active,
FossaSat-2E2,50984,,401.700,,9600bps GFSK 125k LoRa*,,re-entered,
FossaSat-2E3,50990,,401.700,,9600bps GFSK 125k LoRa*,,active,
FossaSat-2E4,50987,,401.700,,9600bps GFSK 125k LoRa*,,active,
FossaSat-2E5,51001,,401.700,,9600bps GFSK 125k LoRa*,,re-entered,
FossaSat-2E6,50991,,401.700,,9600bps GFSK 125k LoRa*,,re-entered,
FossaSat-2E7,52778,,401.700,,9600bps GFSK 125k LoRa*,,active,
FossaSat-2E8,52779,,401.700,,9600bps GFSK 125k LoRa*,,active,
FossaSat-2E9,,,401.700,,9600bps GFSK 125k LoRa*,,active,
FossaSat-2E10,,,401.700,,9600bps GFSK 125k LoRa*,,active,
FossaSat-2E11,52750,,401.700,,9600bps GFSK 125k LoRa*,,re-entered,RQGN-8584-9526-1967-0454
FossaSat-2E12,52773,,401.700,,9600bps GFSK 125k LoRa*,,re-entered,MYQU-2688-4982-5356-0669
FossaSat-2E13,52776,,401.700,,9600bps GFSK 125k LoRa*,,active,
FossaSat-2E18,,,401.700,,LoRa,,unknown,
FossaSat-2E19,,,401.700,,LoRa,,unknown,
FossaSat-FEROX 14~17,,,401.700,,LoRa,,inactive,
Fox-1A,40967,435.182,145.980,145.980,FM CTCSS 67.0Hz/200bps DUV,,inactive,VQGN-3314-0779-1450-1457
Fox-1B,43017,435.250,145.960,145.960,FM* CTCSS 67.0Hz/200bps DUV,,active,PMAW-9203-2442-8666-3249
Fox-1C,43770,435.300/1267.300,145.920,145.920,FM CTCSS 67.0Hz/200bps DUV*,,inactive,KHIK-6754-7801-4022-8938
Fox-1D,43137,435.350/1267.350,145.880,145.880,FM* CTCSS 67.0Hz/200bps DUV,,re-entered,FVKF-5969-0532-6737-5899
Fox-1E,47311,145.860-145.890,435.790-435.760,435.750,1k2 BPSK SSB CW*,,re-entered,XQDI-8444-4243-4320-9055
FO-12,16909,145.900-146.000,435.900-435.800,435.795,SSB CW,,inactive,
FO-12,16909,145.85/87/89/91,435.910,,1200bps JAS,8J1JAS,inactive,
FO-20,20480,145.900-146.000,435.900-435.800,435.795,SSB CW,,inactive,
FO-20,20480,145.85/87/89/91,435.910,,1200bps JAS,8J1JBS,inactive,
FO-29,24278,145.900-146.000,435.900-435.800,435.795,SSB CW* DigiTalker,,active,XTKP-9404-9174-4088-2406
FO-29,24278,145.85/87/89/91,435.910,,1200bps JAS,8J1JCS,inactive,XTKP-9404-9174-4088-2406
FO-69,37227,145.825,437.345,,1200bps AFSK,FAST1,inactive,
FO-69,37227,145.980,437.345,,9600bps FSK,FAST1,inactive,
FO-70,37380,435.025,145.825,,1200bps AFSK,FAST2,inactive,
FO-70,37380,437.345,145.825,,9600bps FSK,FAST2,inactive,
FO-81,40321,,437.325,437.325,CW,JQ1ZNN,deep space,
FO-98,43933,,437.505/5840.000,437.497,1200bps AFSK CW,JS1YAX,inactive,FTGL-8131-7728-0174-9617
FO-99,43937,145.900-145.930,435.910-435.880,435.900/437.075*,9k6/38k4FSK pi/4QPSK CW*,JS1YAV,active,MCYZ-8515-1099-2288-3521
FO-118,54684,21.400,29.490,,HF/HF SSB bandwidth 30kHz,,unknown,THLP-9709-3501-8618-5195
FO-118,54684,21.435,435.505,,HF/UHF SSB bandwidth 30kHz,,unknown,THLP-9709-3501-8618-5195
FO-118,54684,,,29.465,HF_CW,,unknown,THLP-9709-3501-8618-5195
FO-118,54684,145.820,435.540,,VHF/UHF SSB bandwidth 30kHz,,active,THLP-9709-3501-8618-5195
FO-118,54684,145.925,435.600,,VHF/UHF FM bandwidth 30kHz,,active,THLP-9709-3501-8618-5195
FO-118,54684,,,435.570,UHF_CW,BJ1SO,active,THLP-9709-3501-8618-5195
FO-118,54684,,435.650,,4k8 GMSK image data,CAS5A,active,THLP-9709-3501-8618-5195
FSI-SAT,,,437.175,437.175,1k2AFSK 9k6GMSK SSTV CW,,failure,
FUNcube-1,39444,435.130-435.150,145.970-145.950,145.935,1200*bps BPSK SSB,,active,OTOF-8025-8953-4756-4779
FUNcube-2,40074,435.060-435.080,145.950-145.930,145.915,1200bps BPSK,,inactive,MYVF-9479-6273-3061-0441
FUNcube-3,40025,435.047-435.077,145.965-145.935,145.815,1200bps BPSK CW SSB,QB50P1,inactive,GJDY-0208-2030-6329-7076
FUNcube-4,43792,,145.895,,1200bps BPSK,,active,SEXU-2964-9908-3979-4793
FUNcube-5,42017,435.015-435.045,145.990-145.960,145.940,1200bps BPSK SSB,,re-entered,SVPP-9764-1942-2462-5319
FUNcube-6,43803,435.100-435.120,145.875-145.855,145.840,1200bps BPSK SSB CW,JY1SAT,active,KLYF-4722-0218-1441-3015
FUTABA,53463,,437.375,437.375,1200bps AFSK CW,JG6YBW,re-entered,TXQM-7768-3090-1795-9214
F-1,38855,,145.980,437.485,1200bps FM AFSK CW,XV1VN,re-entered,
GAGARINEC,,,436.000,,4k8/9k6*GMSK_USP,RS85S,inactive,
GaindeSat-1A,60529,,401.800,,4800bps FSK,,unknown,JZKF-3943-1313-5044-2973
Galassia,41170,,144.200/145.000,436.400,4k8*AFSK 9k6GMSK,,active,GMGG-8364-0705-0161-3298
GALASSIA-2,57486,,436.400,,1200bps FSK,,active,BYRQ-8084-9850-7997-7193
Gardens-01,62298,145.825,437.375,437.375,1k2AFSK 4k8GMSK APRS CW,,active,HHVN-9456-4962-8588-2802
Gardens-02,59508,145.825,145.825/437.375,,1k2AFSK 4k8*GMSK APRS CW*,JS1YMX,re-entered,LZAR-9879-8329-7254-6929
Gardens-03,60954,145.825,437.375,437.375,1k2AFSK 4k8*GMSK APRS CW*,JS1YNI,re-entered,JFWC-2606-2022-6839-3095
GASPACS,51439,,437.365,,9600bps 2GFSK,N7GAS,re-entered,NYPQ-6177-1118-6247-2663
GEARRSat-1,40456,,,,,,unknown,
GeneSat-1,29655,,437.065/437.100,437.065,1200bps AFSK,KE7EGC,re-entered,
GENESIS-1,29252,,,,,,unknown,
GENESIS-2,31789,,,,,,unknown,
GENESIS-A,60239,,144.175/144.550,2440.000,FT8 SSTV DATV,,unknown,LRPR-7984-5193-0374-6707
GENESIS-G,,145.875,436.888,436.888,1k2/2k4 AFSK FM APRS CW,AM2SAT,re-entered,
GENESIS-J,,145.925,436.666,436.666,1k2/2k4 AFSK FM APRS SSTV CW,AM3SAT,re-entered,
GENESIS-L,,145.875,434.203/436.875,436.875,50bps_ASK CW,AM2SAT,failure,
GENESIS-N,,145.888,434.216/436.888,436.888,50bps_ASK CW,AM3SAT,failure,
GENMAT-1,58276,,2245.000,,57k0 GFSK,,inactive,VJRG-4563-6320-7277-2016
Geoscan-Edelveis,53385,,436.200/10492.000,,9k6/19k2 GFSK USP,RS20S,re-entered,QNCD-8954-6090-5430-2718
GEO-KOMPSAT-2A,43823,,1692.140,,,,non-amateur,
GEO-KOMPSAT-2B,45246,,1692.140,,,,non-amateur,
GhanaSat-1,42821,,437.375,437.372,1k2AFSK 9k6GMSK CW,JG6YJP,inactive,
GHRCESAT,47718,,436.000,,LoRa,,inactive,
GHS-01,,,437.090,437.090,1k2AFSK 9k6GMSK Digitalker CW,,to be launched,
GITAI-SC1,,,2264.000,,32k_FSK,,unknown,
Goliat,38080,,437.485,437.485,1200bps AFSK CW,YO7MJF,inactive,
GOMX-1,39430,,437.250,437.250,1k2/2k4/4k8*/9k6GMSK CW,,active,ZFJP-4482-3637-6524-3782
GOMX-2,,,437.250,,9600bps MSK,,failure,
GOMX-3,40949,,437.250,,4k8/19k2* GMSK,,re-entered,ZHBD-4002-1739-5947-4947
GOMX-4A,43197,,400.800,,,,non-amateur,PJOY-0550-6470-9256-2782
GOMX-4B,43196,,400.800,,,,re-entered,LQPY-8821-4598-4140-0055
Gorizont,61757,,435.430,435.430,9600bps GMSK CW,RS59S,active,YDID-3447-4202-8525-9942
Gossamer Piccolomini,50993,,915.000,,FM,,unknown,EAHI-9090-2555-3685-8378
GO-32,25397,145.850/145.930,435.225/435.325*,,9600bps FSK,4XTECH-11 12,active,FCHF-0545-3706-3789-8061
GRBALPHA,47959,145.905,437.025,437.025,9k6GFSK Digipeater CW,OM9GRB,active,HFFD-8697-8440-3101-3937
GRBBeta,60237,,436.785,2405.000,9600bps GFSK CW,HA2GRB,active,FVZM-4350-0869-7957-1010
GRAHAM,39146,,2401.200-2431.200,437.425,1200bps AFSK,KJ6KRW-2,re-entered,
GreenCube,53106,435.310,435.310,,0k3/1k2*/2k4FSK Digipeater,,active,KGEF-8685-2681-9687-2264
Green Diamond,42783,,401.150,,9600bps FSK,,active,CNKC-2118-9597-8621-1044
GRIFEX,40379,,437.480,,9k6*/19k2bps GMSK,KD8SPS,re-entered,LKOZ-5067-6870-4427-8883
Grizu-263A,51025,,435.675/437.190*,,2k4*/4k8 FSK,,re-entered,TZQT-5140-2201-6886-0585
GT-1,51510,,437.175,,9600bps FSK,KK4UVG,re-entered,ABTD-1506-2343-8499-5530
GuaraniSat-1,47931,145.825,145.825,437.375,1k2AFSK/4k8FSK APRS CW,JG6YMZ,re-entered,XGOP-6666-1396-1633-1810
Hades,51080,145.925,436.888,436.888,1k2/2k4 AFSK FM APRS CW,AM6SAT,inactive,UIZJ-0247-0160-9463-5148
Hades-B,56992,145.925/145.975,436.888,436.888,1k2/2k4 AFSK APRS FM CW,AO4URE,unknown,UDZO-6677-3907-8516-6750
Hades-C,56994,,436.235,,GPSK,,inactive,
Hades-D,58567,145.875,436.666,436.666,50*/300/1k2-9k6 FSK FM* CW,,re-entered,KDPU-1823-6370-5846-1492
Hades-R,,,436.888,436.888,1k2/2k4_FSK FM CW,,unknown,
Hades-ICM,,,436.666,436.888,1k2/2k4_FSK FM CW,,unknown,
Hamsat,28650,435.220-435.280,145.930-145.870,145.936,SSB Carrier,Indian,inactive,MNUP-5257-9728-2566-4220
Hamsat,28650,435.225-435.275,145.925-145.875,145.860,SSB CW,Dutch,inactive,MNUP-5257-9728-2566-4220
HARP,45256,450.000,468.000,,,,re-entered,EYUB-3464-8182-3402-4944
HAUSAT-1,,,437.465,,1200bps AFSK,D90HP,failure,
HAVELSAT,42700,,436.845,436.845,9600bps GMSK CW,ON02TR,re-entered,TBAT-2500-7857-8558-4608
HawaiiSat1,,,145.9805,437.2705,9600bps GFSK,,failure,
HawkSat-1,35004,,437.345,,1200bps AFSK,,inactive,
Hayasat-1,58471,,437.020,,9600bps GFSK,EK1HYS,active,FNGO-2772-5931-1779-2835
HA-1,43156,145.930,436.950,437.350/437.644*,FM 9600bps BPSK,BI4ST,active,YFPC-1248-4077-8296-8715
HELLO-TEST-1,,,401.075/2262.500,,9600bps FSK,,inactive,
HELLO-TEST-2,,,401.075/2262.500,,9600bps FSK,,inactive,
Hermes,,,437.425,,1200bps AFSK,,failure,
HERON-Mk-II,,,437.120,,9600bps GFSK,,inactive,
Hiapo,,,437.225,,9600bps FSK,,failure,
HiNCube,39445,,437.305,,,,inactive,JPSK-5862-0649-3000-0292
Hirogari,47930,436.500,145.900,145.900,1k2AFSK/9k6/13k6GMSK CW,JL3ZKS,active,ZVPZ-0777-4479-4472-0152
HITOMI,33493,,437.425,437.250,1k2AFSK 9k6GMSK CW*,JQ1YCX,active,VAJK-7711-8203-8371-3078
Hoopoe,42718,,437.740,,9600bps BPSK,ON01IL,re-entered,EUEM-5177-4568-9915-2869
Ho'oponopono-2,39403,,427.220,,9600bps FSK GMSK,,inactive,
HOD-HOD-1A,61768,,436.250,,LoRa,,unknown,
Hodoyoshi-1,40299,,467.674,,1000bps,,non-amateur,XCTG-7337-9615-0882-4390
Horizon,61757,,435.430,435.430,9600bps GMSK CW,RS59S,active,YDID-3447-4202-8525-9942
Hors-1,57188,,435.300,,9600bps FSK,,unknown,EDLR-2585-4091-5222-0195
Hors-2,57196,,435.500,,9600bps FSK,,unknown,QRAQ-3104-7805-7099-5968
Hors-3,61753,,435.650,,38400bps FSK,,unknown,YPXG-5912-9779-4324-1114
Hors-4,61754,,435.700,,38400bps FSK,,unknown,WNQV-7170-2922-7065-7055
HORYU-2,38340,,437.375,437.375,1200bps FSK CW,JG6YBW,inactive,TPCO-2105-7722-5722-6250
HORYU-4,41340,,437.375/2400.300,437.375*,1k2 AFSK 9k6 GMSK S-BPSK CW*,JG6YBW,active,VJOC-8812-6508-8111-4056
HO-59,29484,145.980,437.425,437.275,1200bps AFSK,JR8YJT,re-entered,
HO-68,36122,145.925-145.975,435.765-435.715,,SSB inverting,BJ1SA-11 12,inactive,JJGC-7637-4682-0934-3692
HO-68,36122,145.825,435.675,,FM tone 67Hz,,inactive,JJGC-7637-4682-0934-3692
HO-68,36122,,435.790,435.790,CW,BJ1SA,active,JJGC-7637-4682-0934-3692
HO-107,45119,145.910-145.940,435.840-435.810,,SSB,,inactive,RPKQ-8508-2351-2344-0188
HO-107,45119,,435.800/24049.000,,1200bps BPSK,,inactive,RPKQ-8508-2351-2344-0188
HO-113,50466,145.855-145.885,435.195-435.165,,VHF/UHF SSB*,,active,WMPC-3806-8308-1122-5138
HO-113,50466,145.985,435.725,,4k8*GMSK image data,CAS9,active,WMPC-3806-8308-1122-5138
HO-113,50466,,,435.575,UHF CW*,,active,WMPC-3806-8308-1122-5138
HO-119,54816,145.870,435.180,,VHF/UHF SSB bandwidth 30kHz,,re-entered,TLZR-1993-2564-0036-4315
HO-119,54816,,435.725,,4K8 GMSK telemetry,CAS10,re-entered,TLZR-1993-2564-0036-4315
HO-119,54816,,,435.575,DTMF_camera CW,,re-entered,TLZR-1993-2564-0036-4315
HSKSAT,55182,,437.275/2400.300,,1k2AFSK 9k6GMSK,JJ2YSW,re-entered,FREA-7490-5226-7970-6189
HSU-SAT1,53462,,437.280,437.280,1k2AFSK 9K6GMSK SSTV CW,JS1YHS,re-entered,VNRS-0413-3415-7769-6012
Humsat-D,39433,,437.325*/437.525,437.325,1200*bps MSK CW,HUMDE,active,ISTU-1593-3487-2251-7574
HuskySat-1,45119,145.910-145.940,435.840-435.810,,SSB,,re-entered,RPKQ-8508-2351-2344-0188
HuskySat-1,45119,,435.800*/24049.000,,1200bps BPSK,,re-entered,RPKQ-8508-2351-2344-0188
HyperView-1G,61772,,436.540,,2k4 GMSK_USP,RS66S,unknown,DQTX-7069-3845-7154-3428
HYPSO-1,51072,,401.500,,FM,,inactive,
ICEcube-1,,,437.305,,9600bps FSK,W2CXM,failure,
ICEcube-2,,,437.425,,9600bps FSK,N2VR,failure,
IceCube,42705,,43x.xxx,,,,unknown,
ICEYEX,,,2246.000,,FM,,unknown,
ICEYE-X16,51008,,401.250,,FM,,re-entered,ZNCS-9117-1208-5220-5290
ICUBE-1,39432,435.060,145.947,,1200bps BPSK/FM-DSB,,inactive,EAJC-4988-4301-3837-9744
IDEASSat,47458,,437.345/2420.000,BN0IDA,9600bps GMSK,,inactive,FIOW-8506-8934-6705-7282
IDEFIX,27422,,145.840,,400bps BPSK,,inactive,
IDEFIX,27422,,435.270,,400bps BPSK,,inactive,
IiNUSat,,145.950,436.915,,1k2 9k6 FSK,,unknown,
IITMSAT,,,437.505,,19k2 GMSK,,unknown,
Impulse-1,58301,,402.680,,FM,,unknown,CVWL-5147-2655-6759-5452
IM-1,58961,,2210.600*/2250.000,,,,non-amateur,
INCA,,,437.125,,0k2 MSK,,failure,
InflateSail,42770,,436.060,,1200bps BPSK,ON06GB,re-entered,SGQP-9600-2585-3107-8587
INNOCUBE,,,435950,,9600bps MSK,,active,
InnoSat-2,43738,,435.500*/437.450,,4800bps GMSK,,re-entered,UUUL-8721-0443-0737-3074
INSPIRESat-1,51657,,437.500,,9600bps GFSK,BCT,active,KAEG-9794-2542-4829-8548
INSPIRESat-4,57485,,437.760,,9600bps GFSK,,inactive,
INSPIRESat-7,56211,145.830/145.970*,435.200/437.410*,,9k6 BPSK FM,UVSQPL,re-entered,MQAA-5897-1513-7320-7285
INSPIRE-2,42731,,436.330,,4800bps GMSK,ON03AU,re-entered,YTEY-0876-3631-8329-6453
INS-1A,41949,,,,,,inactive,
INS-1B,41954,,,,,,inactive,
INS-1C,43116,,435.080,,1200bps FSK,INDUSR,inactive,JESY-3702-6549-6226-2817
INS-2B,54365,,435.080,,1200bps FSK,INDUSR,re-entered,EFIC-2341-1789-8177-9840
INS-2TD,51658,,435.080,,1200bps FSK,INDUSR,active,AWLV-5462-4771-2461-0551
INTUITION-1,58565,,401.400,,9600bps GMSK,INT1KP,active,ZPXA-7109-5221-3293-0780
INVADER,39577,,437.200,437.325,1k2AFSK DigiTalker CW,JQ1ZKK,re-entered,
ION,,,437.505,,1200bps AFSK,,failure,
ION-MK01,46274,,437.515,,1200bps FSK,,inactive,GTBY-0816-3198-7674-7320
ION-SCV-002,47504,,,,1200bps FSK,,unknown,OEYR-7835-4087-4694-0992
ION-SCV-003,48912,,437.515,,1200bps FSK,,inactive,UBOY-6066-4647-0497-6247
ION-SCV-004,50993,,401.415,,1200bps FSK,,inactive,EAHI-9090-2555-3685-8378
ION-SCV-005,52163,,401.415,,1200bps FSK,,re-entered,FBKO-0367-5082-1850-6466
ION-SCV-006,52761,,401.415,,1200bps FSK,,inactive,TQIP-5428-9682-2220-6430
ION-SCV-007,55060,,401.415,,1200bps FSK,,active,VPUU-7194-1121-2414-5647
ION-SCV-008,55051,,401.415,,1200bps FSK,,active,NJEX-6170-8600-1975-0468
ION-SCV-009,55441,,401.415,,1200bps FSK,,inactive,LEIH-8524-4118-4440-0024
ION-SCV-010,56192,,401.415,,1200bps FSK,,active,DIVJ-8110-8669-4923-0530
ION-SCV-011,56957,,401.415,,1200bps FSK,,active,TWEF-8525-8046-9814-5948
ION-SCV-012,60573,,401.415,,1200bps FSK,,active,LWDE-7403-4643-6587-2546
ION-SCV-013,58300,,401.415/2265.500,,1200bps FSK,,active,YODX-5832-7103-0922-4071
ION-SCV-014,,,401.415,,1200bps FSK,,active,
ION-SCV-015,58469,,401.415,,1200bps FSK,,active,BZWJ-9712-5590-5046-8513
ION-SCV-016,,,401.415,,1200bps FSK,,active,
IO-26,22826,145.875-145.950,435.822/435.867,435.791,1200bps JAS,ITMSAT-11 12,inactive,NRSU-5773-9133-8545-6426
IO-86,40931,145.880/145.825,435.880/145.825,437.425,FM tone 88.5Hz/APRS,YBSAT/YBOX-1,active,EEIT-0315-8565-1765-1994
IO-117,53106,435.310,435.310,,0k3/1k2*/2k4FSK Digipeater,,active,KGEF-8685-2681-9687-2264
Iperdrone_0,60520,,401.110,,9600bps FSK,,unknown,EBRB-9167-1241-1151-0289
IPEX,39471,,437.270,437.270,9600bps GMSK CW,KJ6KSL-1,inactive,IMUE-5672-2044-2610-5888
Irazu,43468,,436.500,,9600bps FSK,TI0IRA,inactive,QHGB-5011-7406-7134-6581
IRIS,57315,436.650,436.250,,,,re-entered,
IRIS-A,51044,,435.575/436.915*,,9600*bps GMSK LoRa,BN0IOT,active,QTQP-6906-0761-2730-0630
IRIS-C,56221,145.860,436.915,,9600bps BPSK Digipeater,BN0IRC,re-entered,QIRV-9727-2281-6096-8256
IRIS-C2,58269,,400.455/2254.000,,9600bps BPSK,BN0TR1,active,JZOW-0900-7355-5555-3949
IRIS-E,58467,,400.455/436.885,,2400bps BPSK,BN0LL1,unknown,BRBP-3780-8068-0622-0984
IRIS-F1,59111,,400.915,,2k4*/4k8 BPSK,,active,SGTS-7428-9120-3753-9994
Irvine-01,43693,,437.800,437.800,9600bps FSK CW,KK6CVB,re-entered,EAWD-1582-5167-4636-1368
Irvine-02,43789,,437.450,,9600bps FSK,,inactive,
iSat,43879,437.325,435.525/435.700*,,4k8*/9k6 GMSK,DP2GOS,active,VLTM-4130-8711-4931-9078
ISOI,53381,,437.650,,2k4/4k8*GMSK_USP,RS19S,re-entered,BFTX-5845-5159-6971-7200
ISS,25544,,145.800,,SSTV,,active,XSKZ-5603-1870-9019-3066
ISS,25544,,437.550,,1200bps AFSK SSTV,RS0ISS NA1SS,active,XSKZ-5603-1870-9019-3066
ISS,25544,145.825,145.825,,1200bps AFSK Digipeater,RS0ISS ARISS,active,XSKZ-5603-1870-9019-3066
ISS,25544,145.990,437.800,,FM tone 67.0Hz 9k6 GFSK,,active,XSKZ-5603-1870-9019-3066
ISS,25544,435.050,145.800,,FM tone 67.0Hz,,inactive,XSKZ-5603-1870-9019-3066
ISS,25544,145.200,145.800,,Voice(Reg 1),,inactive,XSKZ-5603-1870-9019-3066
ISS,25544,144.490,145.800,,Voice(Reg 2 3),,inactive,XSKZ-5603-1870-9019-3066
Istanbul-1,56231,,,,,,unknown,
ISX,43856,,437.150,437.150,9600bps FSK CW,,inactive,WSKN-9493-7628-4683-4260
ITASAT-1,43786,,145.860/2400.150,,1k2 BPSK/14k4 BPSK,PY0EIA,inactive,FDZF-3106-8767-3766-2200
ISTSAT-1,60238,,145.895,145.895,1200bps AFSK CW,,unknown,VFKG-4740-7583-8424-4286
ITF-1,39573,,437.525,437.525,CW,JQ1ZLO,re-entered,
ITF-2,41932,,437.525,437.525,1200bps FM CW,JQ1ZTK,re-entered,YZSP-2986-3329-8596-1356
IT-SPINS,49017,,437.405,,19200bps GMSK,K7MSU,re-entered,FXJU-1542-5342-0390-1271
ITUpSat-1,35935,,437.325,437.325,19200bps GFSK CW*,ITUPSAT,active,FMZT-1887-7286-8009-2095
Jackal-3,,,2282.500,,13k1_QPSK,,unknown,
Jackal-X-1L-001,,,2283.000,,110000_QPSK,,unknown,
Jackal-X-1L-002,,,2283.000,,110000_QPSK,,unknown,
JAGSAT-1,53771,,437.325,,9600bps 2GFSK,,re-entered,
JAISAT-1,44419,145.935-145.965,435.965-435.935,435.700*,1k2PSK/4k8*GMSK SSB CW,,re-entered,FLRT-9057-4077-2524-9105
JAS-1,16909,145.900-146.000,435.900-435.800,435.795,SSB CW,,inactive,
JAS-1,16909,145.85/87/89/91,435.910,,1200bps JAS,8J1JAS,inactive,
JAS-1b,20480,145.900-146.000,435.900-435.800,435.795,SSB CW,,inactive,
JAS-1b,20480,145.85/87/89/91,435.910,,1200bps JAS,8J1JBS,inactive,
JAS-2,24278,145.900-146.000,435.900-435.800,435.795,SSB* CW DigiTalker,,active,XTKP-9404-9174-4088-2406
JAS-2,24278,145.85/87/89/91,435.910,,1200bps JAS,8J1JCS,inactive,XTKP-9404-9174-4088-2406
JAWSAT,26061,145.860,437.070/437.175,,9600bps FSK,,inactive,
JINJUSAT-1,,,435.185,,9600bps BPSK,,inactive,
JITSAT,47716,,437.500,,1100bps AM,,re-entered,
JO-97,43803,435.100-435.120,145.875-145.855,145.840,1200bps BPSK SSB CW,JY1SAT,active,KLYF-4722-0218-1441-3015
JPSS-1,43013,,2.248GHz,,FM,,weather sat,UDBA-5128-1022-2939-7269
JPSS-2,54234,,,,,,weather sat,CNAZ-9368-1972-2448-3217
JUBA,,,,,,,unknown,
Jugnu,37839,,437.505,437.276,CW,,inactive,OXEU-3062-3001-4128-0233
Juvenile-1F,43199,,,436.370,9600bps BPSK,,re-entered,UFIT-6008-6845-0096-1151
JY1Sat,43803,435.100-435.120,145.875-145.855,145.840,1200bps BPSK SSB CW,JY1SAT,active,KLYF-4722-0218-1441-3015
K2SAT,43771,145.980,436.225/2404.000,435.835,FM 9600bps BSPK,,inactive,
KAFASAT,58317,,435.835/2404.400,,1200bps GMSK,KAFSAT-1,active,APQS-1800-5981-4551-3856
KAGAYAKI,33495,,437.375,437.375,9600bps FSK CW,,inactive,
Kaidun-1,41915,,437.600,,1200bps BPSK,AXNWPU-4,inactive,BDQK-1293-6559-5114-9974
KAITUO-1B,40912,,145.475*/437.950,,9k6* GMSK,BJ1SH,re-entered,MUJZ-6655-6182-7273-3855
KAI-1,53378,,435.665*/435.765,,1k2AFSK 2k4*FSK,RS26S,re-entered,LCSC-5849-7353-1157-6022
KALAMSAT-V2,43948,,436.500,,,,unknown,
KANYINI,60556,,400.500,,9600bps FSK,,unknown,FAWS-4397-4381-8570-0757
KASHIWA,59508,145.825,145.825/437.375,,1k2AFSK 4k8*GMSK APRS CW*,JS1YMX,re-entered,LZAR-9879-8329-7254-6929
KAUSAT-5,43135,,437.465/2413.000,,9600bps FSK 115k2 MSK,,unknown,
KAZSCISAT-1,43787,,435.500,,9600bps GMSK,,inactive,NHQA-6504-1011-2518-4894
Khayyam,53370,,,,,,unknown,
Khors-1,57188,,435.300,,9600bps FSK,,unknown,EDLR-2585-4091-5222-0195
Khors-2,57196,,435.500,,9600bps FSK,,unknown,QRAQ-3104-7805-7099-5968
Khors-3,61753,,435.650,,38400bps FSK,,unknown,YPXG-5912-9779-4324-1114
Khors-4,61754,,435.700,,38400bps FSK,,unknown,WNQV-7170-2922-7065-7055
KickSat,39685,,2401.000-2436.200,437.505,1200bps AFSK,KD2BHC,re-entered,
KickSat-2,44046,,437.505,,1200bps FSK,KD2BHC,re-entered,NSQG-5490-3116-4627-5828
KILICSAT,56181,,436.900,,9k6 GMSK,YM2RKS,active,LIQD-2119-7593-4558-1219
KITSUNE,52148,,437.375,400.960,4800*bps GMSK CW*,JG6YBW JG6YNH,re-entered,QMBR-7138-1302-4383-6769
KITSUNE,52148,,5840.000,,100k/5MbpsBPSK 10/20MbpsQPSK,,re-entered,QMBR-7138-1302-4383-6769
KKS-1,33499,,437.445,437.385,1200bps AFSK CW*,JQ1YYY,active,BFDT-9094-9258-2665-0692
KMSL,47958,,437.265,,9600bps BPSK,KMSLAB-1,inactive,WNSM-0360-8284-3728-7008
KNACKSAT,43761,,435.635,435.635,1k2/9k6 GFSK CW,HS0K,inactive,
Kolibri-S,61746,,436.835,436.835,9600bps GFSK CW*,RS67S,active,OVBN-0332-6282-0409-5232
Kosar,61769,,436.740,,38400bps FSK,,unknown,PZTP-7474-2420-2319-0048
KOSEN-1,49402,,21.125-21.150,435.525,1k2AFSK/9k6FSK CW*,JR5YGJ,active,NJBJ-3838-9654-0508-8247
KOSEN-2,,,436.750,436.750,1k2AFSK 9k6GMSK CW,,failure,
KOYOH,58465,,467.674/1624.000,,FM,,unknown,LFHI-3189-2508-4273-7644
KO-23,22077,145.900/145.850,435.175,,9600bps FSK,HL01-11 12,inactive,
KO-25,22828,145.980/145.870,436.500,,9600bps FSK,HL02-11 12,inactive,
KRAKsat,44427,,435.500,,1k2*AFSK/9k6GMSK,SR9KRA-6,re-entered,EQAP-0335-6677-5204-0983
KSAT,36573,,S Ku-band,,10kbps 1Mbps,,non-amateur,
